Id|Name|Report Date|Avg mph|Total volume
7|A1M/9869K|2016-02-04T05:44:00|30|13
7|A1M/9869K|2016-02-04T05:59:00|30|14
7|A1M/9869K|2016-02-04T06:14:00|31|12
7|A1M/9869K|2016-02-04T06:29:00|29|15
7|A1M/9869K|2016-02-04T06:44:00|32|22
7|A1M/9869K|2016-02-04T06:59:00|28|28
7|A1M/9869K|2016-02-04T07:14:00|30|28
7|A1M/9869K|2016-02-04T07:29:00|32|42
7|A1M/9869K|2016-02-04T07:44:00|31|51
7|A1M/9869K|2016-02-04T07:59:00|32|67
7|A1M/9869K|2016-02-04T08:14:00|32|56
7|A1M/9869K|2016-02-04T08:29:00|31|48
7|A1M/9869K|2016-02-04T08:44:00|31|44
7|A1M/9869K|2016-02-04T08:59:00|32|32
7|A1M/9869K|2016-02-04T09:14:00|31|41
7|A1M/9869K|2016-02-04T09:29:00|30|27
7|A1M/9869K|2016-02-04T09:44:00|30|28
7|A1M/9869K|2016-02-04T09:59:00|30|26
7|A1M/9869K|2016-02-04T10:14:00|31|18
7|A1M/9869K|2016-02-04T10:29:00|33|22
7|A1M/9869K|2016-02-04T10:44:00|29|36
7|A1M/9869K|2016-02-04T10:59:00|30|29
7|A1M/9869K|2016-02-04T11:14:00|31|24
7|A1M/9869K|2016-02-04T11:29:00|32|33
7|A1M/9869K|2016-02-04T11:44:00|29|31
7|A1M/9869K|2016-02-04T11:59:00|31|25
7|A1M/9869K|2016-02-04T12:14:00|30|30
7|A1M/9869K|2016-02-04T12:29:00|32|20
7|A1M/9869K|2016-02-04T12:44:00|31|32
7|A1M/9869K|2016-02-04T12:59:00|31|39
7|A1M/9869K|2016-02-04T13:14:00|32|30
7|A1M/9869K|2016-02-04T13:29:00|30|27
7|A1M/9869K|2016-02-04T13:44:00|31|31
7|A1M/9869K|2016-02-04T13:59:00|30|30
7|A1M/9869K|2016-02-04T14:14:00|30|29
7|A1M/9869K|2016-02-04T14:29:00|30|41
7|A1M/9869K|2016-02-04T14:44:00|30|27
7|A1M/9869K|2016-02-04T14:59:00|31|34
7|A1M/9869K|2016-02-04T15:14:00|32|31
7|A1M/9869K|2016-02-04T15:29:00|32|26
7|A1M/9869K|2016-02-04T15:44:00|33|28
7|A1M/9869K|2016-02-04T15:59:00|32|29
7|A1M/9869K|2016-02-04T16:14:00|31|45
7|A1M/9869K|2016-02-04T16:29:00|31|41
7|A1M/9869K|2016-02-04T16:44:00|31|54
7|A1M/9869K|2016-02-04T16:59:00|33|54
7|A1M/9869K|2016-02-04T17:14:00|32|41
7|A1M/9869K|2016-02-04T17:29:00|30|58
7|A1M/9869K|2016-02-04T17:44:00|31|47
7|A1M/9869K|2016-02-04T17:59:00|31|50
7|A1M/9869K|2016-02-04T18:14:00|32|53
